Type,OpCo,Plant,Customer,Delivery Date,Movement,Industry,Material_Group
M,North America,CA01,202329,2015-12-07,2,2231,BNS024
M,North America,CA01,101384,2015-12-08,2,2231,BNS024
M,North America,CA01,101384,2015-12-08,2,2231,BNS024
M,North America,CA01,202329,2015-12-10,2,2231,BNS024
M,North America,CA01,101273,2015-12-21,2,2231,BNS024
M,North America,CA01,101588,2016-01-05,2,2231,BNS024
M,North America,CA01,101598,2016-01-14,2,2231,BNS024
M,North America,CA01,101463,2016-02-02,2,2231,BNS024
M,North America,CA01,202243,2016-02-18,2,,BNS024
M,North America,CA01,101408,2016-03-07,2,2231,BNS024
M,North America,CA01,201815,2016-03-16,2,2231,BNS024
M,North America,CA01,101274,2016-03-16,2,2231,BNS024
M,North America,CA01,101614,2016-03-22,2,2222,BNS024
M,North America,CA01,101359,2016-03-23,2,2231,BNS024
M,North America,CA01,101309,2016-03-22,2,2231,BNS024
M,North America,CA01,101309,2016-03-22,2,2231,BNS024
M,North America,CA01,101458,2016-03-28,2,1002,BNS024
M,North America,CA01,101500,2016-03-28,2,2231,BNS024
M,North America,CA01,101294,2016-03-31,2,2231,BNS024
M,North America,CA01,101294,2016-03-31,2,2231,BNS024
M,North America,CA01,101598,2016-04-07,2,2231,BNS024
M,North America,CA01,101346,2016-04-06,2,2222,BNS024
M,North America,CA01,101365,2016-04-20,2,2231,BNS024
M,North America,CA01,101370,2016-04-18,2,2231,BNS024
M,North America,CA01,101397,2016-04-21,2,2231,BNS024
M,North America,CA01,101338,2016-04-22,2,2231,BNS024
M,North America,CA01,101614,2016-04-22,2,2222,BNS024
M,North America,CA01,101294,2016-04-21,2,2231,BNS024
M,North America,CA01,101294,2016-04-21,2,2231,BNS024
M,North America,CA01,101461,2016-04-26,2,2232,BNS024
M,North America,CA01,101359,2016-04-29,2,2231,BNS024
M,North America,CA01,202111,2016-05-05,2,2231,BNS024
M,North America,CA01,101413,2016-05-09,2,,BNS024
M,North America,CA01,101413,2016-05-09,2,,BNS024
M,North America,CA01,202510,2016-05-11,2,2225,BNS024
M,North America,CA01,202510,2016-05-13,2,2225,BNS024
M,North America,CA01,202005,2016-05-13,2,2231,BNS024
M,North America,CA01,202005,2016-05-13,2,2231,BNS024
M,North America,CA01,101403,2016-05-18,2,2231,BNS024
M,North America,CA01,101403,2016-05-18,2,2231,BNS024
M,North America,CA01,101373,2016-05-20,2,2231,BNS024
M,North America,CA01,101373,2016-05-20,2,2231,BNS024
M,North America,CA01,101541,2016-05-25,2,2231,BNS024
M,North America,CA01,201976,2016-05-25,2,2225,BNS024
M,North America,CA01,201983,2016-06-01,2,2231,BNS024
M,North America,CA01,202329,2016-06-15,2,2231,BNS024
M,North America,CA01,201954,2016-06-13,2,2231,BNS024
M,North America,CA01,201954,2016-06-13,2,2231,BNS024
M,North America,CA01,101414,2016-06-21,2,2231,BNS024
M,North America,CA01,101414,2016-06-23,2,,BNS024
M,North America,CA01,101323,2016-06-28,2,2231,BNS024
M,North America,CA01,101294,2016-07-06,2,2231,BNS024
M,North America,CA01,101294,2016-07-06,2,2231,BNS024
M,North America,CA01,101294,2016-07-06,2,2231,BNS024
M,North America,CA01,101527,2016-07-05,2,2231,BNS024
M,North America,CA01,101527,2016-07-05,2,2231,BNS024
M,North America,CA01,101607,2016-07-06,2,,BNS024
M,North America,CA01,101228,2016-07-11,2,2231,BNS024
M,North America,CA01,201764,2016-07-13,2,1004,BNS024
M,North America,CA01,101529,2016-07-14,2,2231,BNS024
M,North America,CA01,101249,2016-07-20,2,1004,BNS024
M,North America,CA01,202416,2016-07-22,2,2231,BNS024
M,North America,CA01,101628,2016-08-01,2,2231,BNS024
M,North America,CA01,101628,2016-08-10,2,2231,BNS024
M,North America,CA01,101553,2016-08-16,2,2231,BNS024
M,North America,CA01,101231,2016-08-19,2,2231,BNS024
M,North America,CA01,101392,2016-08-22,2,2231,BNS024
M,North America,CA01,101392,2016-08-22,2,2231,BNS024
M,North America,CA01,201763,2016-08-23,2,1004,BNS024
M,North America,CA01,101249,2016-08-23,2,1004,BNS024
M,North America,CA01,101597,2016-08-23,2,2231,BNS024
M,North America,CA01,101597,2016-08-23,2,,BNS024
M,North America,CA01,202111,2016-08-24,2,2231,BNS024
M,North America,CA01,201798,2016-08-24,2,2231,BNS024
M,North America,CA01,101325,2016-08-30,2,2231,BNS024
M,North America,CA01,101329,2016-08-30,2,2231,BNS024
M,North America,CA01,101253,2016-08-31,2,2231,BNS024
M,North America,CA01,101323,2016-08-26,2,2231,BNS024
M,North America,CA01,101323,2016-08-26,2,2231,BNS024
M,North America,CA01,101461,2016-08-31,2,2232,BNS024
M,North America,CA01,101461,2016-08-31,2,2232,BNS024
M,North America,CA01,201764,2016-08-31,2,1004,BNS024
M,North America,CA01,101370,2016-08-31,2,2232,BNS024
M,North America,CA01,202129,2016-09-01,2,2231,BNS024
M,North America,CA01,101370,2016-09-09,2,2232,BNS024
M,North America,CA01,101588,2016-09-15,2,2231,BNS024
M,North America,CA01,101347,2016-09-21,2,2231,BNS024
M,North America,CA01,101439,2016-09-21,2,2231,BNS024
M,North America,CA01,202085,2016-09-21,2,2231,BNS024
M,North America,CA01,101597,2016-10-19,2,,BNS024
M,North America,CA01,201973,2016-10-19,2,2225,BNS024
M,North America,CA01,202243,2016-09-23,2,2231,BNS024
M,North America,CA01,101628,2016-10-19,2,2231,BNS024
M,North America,CA01,202094,2016-09-27,2,2231,BNS024
M,North America,CA01,202571,2016-10-19,2,2231,BNS024
M,North America,CA01,201973,2016-10-13,2,2225,BNS024
M,North America,CA01,101461,2016-10-13,2,2232,BNS024
M,North America,CA01,101461,2016-10-13,2,2232,BNS024
M,North America,CA01,101461,2016-10-13,2,2232,BNS024
M,North America,CA01,201956,2016-10-13,2,2231,BNS024
M,North America,CA01,201956,2016-10-13,2,2231,BNS024
M,North America,CA01,101231,2016-10-03,2,2231,BNS024
M,North America,CA01,101334,2016-10-06,2,2231,BNS024
M,North America,CA01,101294,2016-10-13,2,2231,BNS024
M,North America,CA01,101338,2016-10-14,2,2231,BNS024
M,North America,CA01,101338,2016-10-14,2,2231,BNS024
M,North America,CA01,101553,2016-10-19,2,2231,BNS024
M,North America,CA01,101553,2016-10-19,2,2231,BNS024
M,North America,CA01,101598,2016-10-12,2,2231,BNS024
M,North America,CA01,101598,2016-10-12,2,2231,BNS024
M,North America,CA01,202122,2016-10-13,2,2225,BNS024
M,North America,CA01,202107,2016-10-19,2,2231,BNS024
M,North America,CA01,101499,2016-10-18,2,1004,BNS024
M,North America,CA01,101499,2016-10-18,2,1004,BNS024
M,North America,CA01,101403,2016-10-20,2,2231,BNS024
M,North America,CA01,101598,2016-10-20,2,2231,BNS024
M,North America,CA01,101598,2016-10-20,2,2231,BNS024
M,North America,CA01,101381,2016-10-24,2,2222,BNS024
M,North America,CA01,101263,2016-11-04,2,,BNS024
M,North America,CA01,101263,2016-11-04,2,,BNS024
M,North America,CA01,101227,2016-11-09,2,2231,BNS024
M,North America,CA01,101345,2016-11-14,2,1004,BNS024
M,North America,CA01,202107,2016-11-15,2,2231,BNS024
M,North America,CA01,101338,2016-12-15,2,2231,BNS024
M,North America,CA01,202625,2016-12-28,2,4395,BNS024
M,North America,CA01,101435,2017-01-05,2,1004,BNS024
M,North America,CA01,202563,2017-02-14,2,2225,BNS024
M,North America,CA01,202582,2017-03-30,2,2222,BNS024
M,North America,CA01,101382,2017-04-21,2,2222,BNS024
M,North America,CA01,202582,2017-04-26,2,2222,BNS024
M,North America,CA01,201779,2018-10-29,2,1003,BNS024
M,North America,CA01,101437,2022-04-04,2,4050,BNS024
M,North America,CA01,101437,2022-04-14,2,4050,BNS024
M,North America,CA01,101461,2016-11-09,2,2232,BNS024
M,North America,CA01,101381,2017-02-07,2,2222,BNS024
M,North America,CA01,101435,2016-10-04,3000,1003,2012478
M,North America,CA01,101435,2017-04-06,3000,1003,2012478
M,North America,CA01,101507,2015-10-09,3000,2231,2012478
M,North America,CA01,101300,2016-06-08,3000,2231,2012478
M,North America,CA01,101507,2016-09-07,3000,2231,2012478
M,North America,CA01,101856,2016-11-29,3000,4395,2012478
M,North America,CA08,101505,2018-01-11,3000,1007,2012478
M,North America,CA01,201742,2016-05-02,3000,1004,2016431
M,North America,CA01,201741,2016-09-08,3000,1004,2011102
M,North America,CA01,101458,2016-09-14,3000,1004,2011102
M,North America,CA01,201741,2016-09-16,3000,1004,2011102
M,North America,CA08,201742,2018-07-17,3000,1004,2016431
M,North America,CA08,201742,2018-08-14,3000,1004,2016431
M,North America,CA03,202034,2022-01-21,3000,1001,2007573
M,North America,CA08,101435,2022-10-05,3000,1003,2012478
M,North America,CA01,201742,2016-03-17,3000,1004,2016431
M,North America,CA02,202067,2018-04-25,3000,1002,2011100
M,North America,CA08,101435,2022-01-24,3000,1003,2012478
M,North America,CA08,101435,2022-03-09,3000,1003,2012478
M,North America,CA08,101435,2022-03-28,3000,1003,2012478
M,North America,CA08,101435,2022-04-29,3000,1003,2012478
M,North America,CA08,101435,2022-05-03,3000,1003,2012478
M,North America,CA08,101435,2022-07-04,3000,1003,2012478
M,North America,CA08,101435,2022-08-03,3000,1003,2012478
M,North America,CA08,101435,2022-08-22,3000,1003,2012478
M,North America,CA08,101435,2022-09-02,3000,1003,2012478
M,North America,CA08,101264,2022-05-03,3000,1007,2011100
M,North America,CA08,101264,2022-03-09,3000,1007,2011100
M,North America,CA01,202158,2016-01-06,2,2231,BNS024
M,North America,CA01,101583,2017-09-27,2,1002,BNS024
M,North America,CA01,101583,2017-09-27,2,1002,BNS024
M,North America,CA01,201779,2017-10-05,2,1003,BNS024
M,North America,CA01,201779,2017-10-05,2,1003,BNS024
M,North America,CA01,201779,2017-10-05,2,1003,BNS024
M,North America,CA01,201779,2017-10-05,2,1003,BNS024
M,North America,CA01,201779,2017-10-05,2,1003,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101390,2015-08-26,2,2222,BNS024
M,North America,CA01,101365,2015-08-29,2,2231,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,101346,2015-08-26,2,2222,BNS024
M,North America,CA01,202005,2015-08-29,2,2231,BNS024
M,North America,CA01,202005,2015-08-29,2,2231,BNS024
M,North America,CA01,202005,2015-08-29,2,2231,BNS024
M,North America,CA01,202005,2015-08-29,2,2231,BNS024
M,North America,CA01,101594,2015-08-26,2,2231,BNS024
M,North America,CA01,101338,2015-08-29,2,2231,BNS024
M,North America,CA01,101338,2015-08-29,2,2231,BNS024
M,North America,CA01,202118,2015-08-26,2,2231,BNS024
M,North America,CA01,201953,2015-08-29,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101384,2015-09-15,2,2231,BNS024
M,North America,CA01,101403,2015-09-15,2,2231,BNS024
M,North America,CA01,101403,2015-09-15,2,2231,BNS024
M,North America,CA01,101403,2015-09-15,2,2231,BNS024
M,North America,CA01,101382,2015-09-25,2,2231,BNS024
M,North America,CA01,202126,2015-09-23,2,2231,BNS024
M,North America,CA01,202126,2015-09-23,2,2231,BNS024
M,North America,CA01,201764,2015-09-22,2,1004,BNS024
M,North America,CA01,101368,2015-09-22,2,2231,BNS024
M,North America,CA01,101368,2015-09-22,2,2231,BNS024
M,North America,CA01,101368,2015-09-22,2,2231,BNS024
M,North America,CA01,101529,2015-10-05,2,2231,BNS024
M,North America,CA01,101529,2015-10-05,2,2231,BNS024
M,North America,CA01,101529,2015-10-05,2,2231,BNS024
M,North America,CA01,101368,2015-10-08,2,2231,BNS024
M,North America,CA01,101368,2015-10-08,2,2231,BNS024
M,North America,CA01,101368,2015-10-08,2,2231,BNS024
M,North America,CA01,101368,2015-10-08,2,2231,BNS024
M,North America,CA01,202005,2015-10-08,2,2231,BNS024
M,North America,CA01,101583,2015-10-13,2,1002,BNS024
M,North America,CA01,202158,2015-10-22,2,2231,BNS024
M,North America,CA01,101323,2015-10-22,2,2231,BNS024
M,North America,CA01,101323,2015-10-22,2,2231,BNS024
M,North America,CA01,101323,2015-10-22,2,2231,BNS024
M,North America,CA01,101260,2015-10-21,2,2231,BNS024
M,North America,CA01,202122,2015-10-23,2,2231,BNS024
M,North America,CA01,202122,2015-10-23,2,2231,BNS024
M,North America,CA01,101323,2015-10-26,2,2231,BNS024
M,North America,CA01,101398,2015-10-29,2,2231,BNS024
M,North America,CA01,101398,2015-10-29,2,2231,BNS024
M,North America,CA01,101398,2015-10-29,2,2231,BNS024
M,North America,CA01,202235,2015-10-29,2,2231,BNS024
M,North America,CA01,202235,2015-10-29,2,2231,BNS024
M,North America,CA01,101700,2015-10-29,2,2231,BNS024
M,North America,CA01,101325,2015-11-05,2,2231,BNS024
M,North America,CA01,101390,2015-11-10,2,2231,BNS024
M,North America,CA01,101390,2015-11-10,2,2231,BNS024
M,North America,CA01,101390,2015-11-10,2,2231,BNS024
M,North America,CA01,202237,2015-11-12,2,2231,BNS024
M,North America,CA01,101309,2015-11-16,2,,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101678,2015-11-18,2,2231,BNS024
M,North America,CA01,101403,2015-12-14,2,2231,BNS024
M,North America,CA01,101346,2016-01-08,2,2222,BNS024
M,North America,CA01,101614,2016-02-19,2,2222,BNS024
M,North America,CA01,201779,2016-02-09,2,1004,BNS024
M,North America,CA01,201779,2016-02-09,2,1004,BNS024
M,North America,CA01,201779,2016-02-09,2,1004,BNS024
M,North America,CA01,101414,2016-03-11,2,2231,BNS024
M,North America,CA01,101414,2016-03-11,2,2231,BNS024
M,North America,CA01,101414,2016-03-11,2,2231,BNS024
M,North America,CA01,101414,2016-03-11,2,2231,BNS024
M,North America,CA01,101414,2016-03-11,2,2231,BNS024
M,North America,CA01,101544,2016-03-10,2,2231,BNS024
M,North America,CA01,101544,2016-03-10,2,2231,BNS024
M,North America,CA01,101544,2016-03-10,2,2231,BNS024
M,North America,CA01,201764,2016-03-16,2,1004,BNS024
M,North America,CA01,201764,2016-03-16,2,1004,BNS024
M,North America,CA01,101463,2016-03-22,2,2231,BNS024
M,North America,CA01,101463,2016-03-22,2,,BNS024
M,North America,CA01,101323,2016-03-21,2,2231,BNS024
M,North America,CA01,101583,2016-03-21,2,1002,BNS024
M,North America,CA01,101395,2016-03-23,2,2231,BNS024
M,North America,CA01,101395,2016-03-23,2,2231,BNS024
M,North America,CA01,101395,2016-03-23,2,2231,BNS024
M,North America,CA01,101395,2016-03-23,2,2231,BNS024
M,North America,CA01,101477,2016-04-06,2,2231,BNS024
M,North America,CA01,101477,2016-04-06,2,2231,BNS024
M,North America,CA01,101477,2016-04-06,2,2231,BNS024
M,North America,CA01,101463,2016-04-13,2,2231,BNS024
M,North America,CA01,101347,2016-04-12,2,2231,BNS024
M,North America,CA01,101347,2016-04-12,2,2231,BNS024
M,North America,CA01,201951,2016-04-20,2,2231,BNS024
M,North America,CA01,201951,2016-04-20,2,2231,BNS024
M,North America,CA01,201951,2016-04-20,2,2231,BNS024
M,North America,CA01,201951,2016-04-20,2,2231,BNS024
M,North America,CA01,201764,2016-04-29,2,1004,BNS024
M,North America,CA01,201764,2016-04-29,2,1004,BNS024
M,North America,CA01,101569,2016-05-11,2,2231,BNS024
M,North America,CA01,101309,2016-05-17,2,2222,BNS024
M,North America,CA01,202235,2016-05-12,2,2231,BNS024
M,North America,CA01,202235,2016-05-12,2,2231,BNS024
M,North America,CA01,101463,2016-05-13,2,2231,BNS024
M,North America,CA01,101544,2016-05-13,2,2231,BNS024
M,North America,CA01,101544,2016-05-13,2,2231,BNS024
M,North America,CA01,101544,2016-05-13,2,2231,BNS024
M,North America,CA01,101395,2016-05-19,2,2231,BNS024
M,North America,CA01,101384,2016-05-31,2,2231,BNS024
M,North America,CA01,101323,2016-06-09,2,2231,BNS024
M,North America,CA01,101371,2016-06-15,2,2231,BNS024
M,North America,CA01,101403,2016-06-28,2,2231,BNS024
M,North America,CA01,101384,2016-07-05,2,2231,BNS024
M,North America,CA01,101384,2016-07-05,2,2231,BNS024
M,North America,CA01,101798,2016-07-08,2,,BNS024
M,North America,CA01,101798,2016-07-08,2,,BNS024
M,North America,CA01,101799,2016-07-08,2,,BNS024
M,North America,CA01,101499,2016-07-11,2,1004,BNS024
M,North America,CA01,101395,2016-08-11,2,2231,BNS024
M,North America,CA01,101395,2016-08-11,2,2231,BNS024
M,North America,CA01,101594,2016-08-16,2,2225,BNS024
M,North America,CA01,101594,2016-08-16,2,2225,BNS024
M,North America,CA01,101594,2016-08-16,2,2225,BNS024
M,North America,CA01,101553,2016-08-16,2,2231,BNS024
M,North America,CA01,101323,2016-08-24,2,2231,BNS024
M,North America,CA01,201742,2016-08-30,2,1004,BNS024
M,North America,CA01,101338,2016-09-08,2,2231,BNS024
M,North America,CA01,101594,2016-09-14,2,2225,BNS024
M,North America,CA01,101594,2016-09-14,2,2225,BNS024
M,North America,CA01,101309,2016-10-19,2,,BNS024
M,North America,CA01,101309,2016-10-19,2,,BNS024
M,North America,CA01,101309,2016-10-19,2,,BNS024
M,North America,CA01,101309,2016-10-19,2,2222,BNS024
M,North America,CA01,101395,2016-10-19,2,2231,BNS024
M,North America,CA01,101384,2016-09-27,2,2231,BNS024
M,North America,CA01,101384,2016-09-27,2,2231,BNS024
M,North America,CA01,101798,2016-10-13,2,,BNS024
M,North America,CA01,101799,2016-10-13,2,,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101323,2016-10-11,2,2231,BNS024
M,North America,CA01,101384,2016-10-11,2,2231,BNS024
M,North America,CA01,202126,2016-10-12,2,2231,BNS024
M,North America,CA01,101594,2016-10-18,2,2225,BNS024
M,North America,CA01,101594,2016-10-18,2,2225,BNS024
M,North America,CA01,101594,2016-10-18,2,2225,BNS024
M,North America,CA01,101403,2016-10-20,2,2231,BNS024
M,North America,CA01,101403,2016-10-20,2,2231,BNS024
M,North America,CA01,101403,2016-10-20,2,2231,BNS024
M,North America,CA01,101463,2016-10-24,2,2231,BNS024
M,North America,CA01,101463,2016-10-24,2,2231,BNS024
M,North America,CA01,101463,2016-10-24,2,2231,BNS024
M,North America,CA01,201779,2016-10-31,2,1003,BNS024
M,North America,CA01,101323,2016-11-02,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101384,2016-11-08,2,2231,BNS024
M,North America,CA01,101463,2016-11-14,2,2231,BNS024
M,North America,CA01,202242,2016-11-17,2,2231,BNS024
M,North America,CA01,202242,2016-11-17,2,2231,BNS024
M,North America,CA01,101323,2016-11-23,2,2231,BNS024
M,North America,CA01,101323,2016-11-23,2,2231,BNS024
M,North America,CA01,101398,2016-11-23,2,2231,BNS024
M,North America,CA01,101398,2016-11-23,2,2231,BNS024
M,North America,CA01,101398,2016-11-23,2,2231,BNS024
M,North America,CA01,101398,2016-11-23,2,2231,BNS024
M,North America,CA01,101309,2016-11-28,2,2231,BNS024
M,North America,CA01,101309,2016-11-28,2,2231,BNS024
M,North America,CA01,101309,2016-11-28,2,,BNS024
M,North America,CA01,101309,2016-11-28,2,,BNS024
M,North America,CA01,101594,2016-11-28,2,2225,BNS024
M,North America,CA01,101594,2016-11-28,2,2225,BNS024
M,North America,CA01,101594,2016-11-28,2,2225,BNS024
M,North America,CA01,201952,2016-11-25,2,2231,BNS024
M,North America,CA01,201952,2016-11-25,2,2231,BNS024
M,North America,CA01,201952,2016-11-25,2,2231,BNS024
M,North America,CA01,202005,2016-11-30,2,2231,BNS024
M,North America,CA01,101414,2016-12-08,2,2231,BNS024
M,North America,CA01,101414,2016-12-08,2,,BNS024
M,North America,CA01,101414,2016-12-08,2,,BNS024
M,North America,CA01,101414,2016-12-08,2,,BNS024
M,North America,CA01,101414,2016-12-08,2,,BNS024
M,North America,CA01,101384,2016-12-12,2,2231,BNS024
M,North America,CA01,101384,2016-12-12,2,2231,BNS024
M,North America,CA01,101390,2016-12-12,2,2231,BNS024
M,North America,CA01,101390,2016-12-12,2,2231,BNS024
M,North America,CA01,202625,2017-01-10,2,4395,BNS024
M,North America,CA01,202625,2017-01-10,2,4395,BNS024
M,North America,CA01,202625,2017-01-10,2,4395,BNS024
M,North America,CA01,101527,2017-01-11,2,4395,BNS024
M,North America,CA01,101594,2017-01-10,2,2225,BNS024
M,North America,CA01,101594,2017-01-10,2,2225,BNS024
M,North America,CA01,101594,2017-01-10,2,2225,BNS024
M,North America,CA01,101594,2017-01-10,2,2225,BNS024
M,North America,CA01,101594,2017-01-10,2,2225,BNS024
M,North America,CA01,202235,2017-01-13,2,4395,BNS024
M,North America,CA01,202235,2017-01-13,2,4395,BNS024
M,North America,CA01,202235,2017-01-13,2,4395,BNS024
M,North America,CA01,101382,2017-01-16,2,2222,BNS024
M,North America,CA01,101365,2017-01-17,2,4395,BNS024
M,North America,CA01,101569,2017-01-20,2,4395,BNS024
M,North America,CA01,101569,2017-01-20,2,4395,BNS024
M,North America,CA01,101569,2017-01-20,2,4395,BNS024
M,North America,CA01,101569,2017-01-20,2,4395,BNS024
M,North America,CA01,201764,2017-01-20,2,1004,BNS024
M,North America,CA01,101381,2017-01-20,2,2222,BNS024
M,North America,CA01,101381,2017-01-20,2,2222,BNS024
M,North America,CA01,101381,2017-01-20,2,2222,BNS024
M,North America,CA01,101381,2017-01-20,2,2222,BNS024
M,North America,CA01,101346,2017-01-23,2,2222,BNS024
M,North America,CA01,101346,2017-01-23,2,2222,BNS024
M,North America,CA01,101346,2017-01-23,2,2222,BNS024
M,North America,CA01,101346,2017-01-23,2,2222,BNS024
M,North America,CA01,101346,2017-01-23,2,2222,BNS024
M,North America,CA01,101403,2017-01-27,2,4395,BNS024
M,North America,CA01,101403,2017-01-27,2,4395,BNS024
M,North America,CA01,101403,2017-01-27,2,4395,BNS024
M,North America,CA01,101403,2017-01-27,2,4395,BNS024
M,North America,CA01,101403,2017-01-27,2,4395,BNS024
M,North America,CA01,101553,2017-01-30,2,4395,BNS024
M,North America,CA01,101610,2017-02-03,2,4395,BNS024
M,North America,CA01,101610,2017-02-03,2,4395,BNS024
M,North America,CA01,101610,2017-02-03,2,4395,BNS024
M,North America,CA01,101610,2017-02-03,2,4395,BNS024
M,North America,CA01,201732,2017-02-02,2,2225,BNS024
M,North America,CA01,101390,2017-02-07,2,4395,BNS024
M,North America,CA01,101390,2017-02-07,2,4395,BNS024
M,North America,CA01,101390,2017-02-07,2,4395,BNS024
M,North America,CA01,101583,2017-03-27,2,1002,BNS024
M,North America,CA01,101583,2017-03-27,2,1002,BNS024
M,North America,CA01,101594,2017-03-30,2,2225,BNS024
M,North America,CA01,202416,2017-04-06,2,2231,BNS024
M,North America,CA01,201779,2018-07-31,2,1004,BNS024
M,North America,CA01,201779,2018-07-31,2,1003,BNS024
M,North America,CA01,201779,2018-07-31,2,1003,BNS024
M,North America,CA01,201779,2018-07-31,2,1003,BNS024
M,North America,CA01,101594,2022-01-26,2,4065,BNS024
M,North America,CA01,101594,2022-01-26,2,4065,BNS024
M,North America,CA01,101594,2022-04-14,2,4065,BNS024
M,North America,CA01,101594,2022-04-14,2,4065,BNS024
M,North America,CA01,101594,2022-04-14,2,4065,BNS024
M,North America,CA01,101583,2017-11-29,2,1002,BNS024
M,North America,CA01,202582,2018-01-18,2,2222,BNS024
M,North America,CA01,101583,2018-01-23,2,1002,BNS024
M,North America,CA01,101583,2018-02-21,2,1002,BNS024
M,North America,CA01,101583,2018-02-21,2,1002,BNS024
M,North America,CA01,101583,2018-03-23,2,1002,BNS024
M,North America,CA01,101417,2015-08-28,2,2231,BNS024
M,North America,CA01,201764,2015-08-26,2,1002,BNS024
M,North America,CA01,101610,2015-08-26,2,2231,BNS024
M,North America,CA01,101260,2015-08-26,2,2231,BNS024
M,North America,CA01,101477,2015-08-26,2,2231,BNS024
M,North America,CA01,101329,2015-08-26,2,2231,BNS024
M,North America,CA01,101461,2015-08-26,2,2232,BNS024
M,North America,CA01,101527,2015-08-26,2,2231,BNS024
M,North America,CA01,201764,2015-08-26,2,1002,BNS024
M,North America,CA01,101294,2015-08-26,2,2231,BNS024
M,North America,CA01,101294,2015-08-26,2,2231,BNS024
M,North America,CA01,101294,2015-08-26,2,2231,BNS024
M,North America,CA01,101231,2015-08-26,2,2231,BNS024
M,North America,CA01,201764,2015-08-27,2,1002,BNS024
M,North America,CA01,201764,2015-08-27,2,1002,BNS024
M,North America,CA01,101386,2015-08-28,2,2232,BNS024
M,North America,CA01,101249,2015-08-27,2,2231,BNS024
M,North America,CA01,202090,2015-09-02,2,2231,BNS024
M,North America,CA01,101227,2015-09-02,2,2231,BNS024
M,North America,CA01,101391,2015-09-15,2,2231,BNS024
M,North America,CA01,202235,2015-09-09,2,2231,BNS024
M,North America,CA01,101598,2015-09-09,2,2231,BNS024
M,North America,CA01,101598,2015-09-09,2,2231,BNS024
M,North America,CA01,201849,2015-09-10,2,2231,BNS024
M,North America,CA01,101381,2015-09-16,2,2222,BNS024
M,North America,CA01,101381,2015-09-16,2,2222,BNS024
M,North America,CA01,101345,2015-09-16,2,1004,BNS024
M,North America,CA01,101589,2015-09-11,2,2231,BNS024
M,North America,CA01,101325,2015-09-16,2,2231,BNS024
M,North America,CA01,101325,2015-09-16,2,2231,BNS024
M,North America,CA01,101242,2015-09-15,2,2231,BNS024
M,North America,CA01,101242,2015-09-15,2,2231,BNS024
M,North America,CA01,101242,2015-09-15,2,2231,BNS024
M,North America,CA01,101231,2015-09-15,2,2231,BNS024
M,North America,CA01,101260,2015-09-17,2,2231,BNS024
M,North America,CA01,101260,2015-09-17,2,2231,BNS024
M,North America,CA01,101348,2015-09-21,2,2231,BNS024
M,North America,CA01,202329,2015-09-23,2,2231,BNS024
M,North America,CA01,101336,2015-09-24,2,2231,BNS024
M,North America,CA01,101336,2015-09-24,2,2231,BNS024
M,North America,CA01,101597,2015-09-25,2,,BNS024
M,North America,CA01,101597,2015-09-25,2,,BNS024
M,North America,CA01,101589,2015-09-23,2,2231,BNS024
M,North America,CA01,101589,2015-09-23,2,2231,BNS024
M,North America,CA01,101589,2015-09-23,2,2231,BNS024
M,North America,CA01,202099,2015-09-25,2,2231,BNS024
M,North America,CA01,202099,2015-09-25,2,2231,BNS024
M,North America,CA01,101614,2015-09-30,2,2222,BNS024
